,*************************************************************************************,,,,,,,,,,,,,,,
28,13,7,23,11,26,14,41174.655,7,48.115067,-122.99138,-20,5.655,3.86E-06,4.12,0,20
29,13,7,23,11,43,12,42192.645,8,48.118148,-123.000448,-12.5,5.65,3.31E-06,4.12,0,20
30,13,7,23,12,0,16,43216.65,4,48.153314,-123.086077,-12,5.645,8.52E-07,4.12,0,20
31,13,7,23,12,17,30,44250.645,3,0,0,0,9999.999,9999.999,4.12,0,20
32,13,7,23,12,34,25,45265.615,5,48.191581,-123.107261,-118.75,5.63,5.54E-07,4.12,0,20
33,13,7,23,12,51,12,46272.68,7,48.19294,-123.108067,-37,5.64,6.69E-06,4.1,0,20
34,13,7,23,13,8,14,47294.68,6,48.195825,-123.109653,-33.25,5.685,3.84E-06,4.1,0,20
35,13,7,23,13,25,14,48314.685,6,48.196413,-123.111818,-31,5.705,3.54E-06,4.1,0,20
36,13,7,23,13,42,16,49336.645,5,48.187758,-123.102389,-98,5.675,1.81E-06,4.12,0,20
37,13,7,23,13,59,14,50354.695,6,48.192537,-123.104586,-46.25,5.655,1.42E-06,4.12,0,20
38,13,7,23,14,16,14,51374.705,6,48.197265,-123.109808,-19.75,5.69,3.23E-06,4.1,0,20
39,13,7,23,14,33,16,52396.71,5,48.200631,-123.115408,-9.75,5.725,8.47E-07,4.1,0,20
40,13,7,23,14,50,14,53414.705,6,48.201221,-123.120574,-6,5.725,1.64E-06,4.1,0,20
41,13,7,23,15,7,14,54434.705,6,48.200517,-123.12431,-27.75,5.705,2.32E-06,4.1,0,20
42,13,7,23,15,24,22,55462.015,5,48.200882,-123.129394,20.25,5.35,1.32E-07,4.12,0,20
43,13,7,23,15,41,23,56483.02,5,48.186679,-123.134151,-13,4.84,5.20E-07,4.1,0,20
44,13,7,23,15,58,15,57495.7,6,48.189392,-123.11114,-88.5,9999.999,8.46E-07,4.1,0,20
45,13,7,23,16,15,15,58515.72,6,48.192042,-123.106562,-61.25,5.71,1.11E-06,4.1,0,20
46,13,7,23,16,32,13,59533.73,7,48.193549,-123.102253,-23.25,6.16,3.59E-06,4.1,0,20
47,13,7,23,16,49,15,60555.74,6,48.194095,-123.09473,-66,5.96,1.58E-06,4.1,0,20
48,13,7,23,17,6,13,61573.76,7,48.192638,-123.087934,-15.25,5.65,3.10E-06,4.1,0,20
49,13,7,23,17,23,22,62602.01,5,48.190648,-123.080639,-45,5.23,4.30E-07,4.1,0,20
50,13,7,23,17,40,23,63623.01,6,48.186255,-123.074744,-32.5,4.8,8.55E-07,4.1,0,20
51,13,7,23,17,57,17,64637.77,5,48.182767,-123.070706,-1.75,5.175,8.08E-07,4.1,0,20
52,13,7,23,18,14,13,65653.775,7,48.18152,-123.0689,-4.25,5.96,3.43E-06,4.1,0,20
53,13,7,23,18,31,13,66673.76,7,48.180984,-123.066239,-6.75,6.16,2.08E-06,4.1,0,20
54,13,7,23,18,48,13,67693.8,7,48.179663,-123.062547,-19,5.88,2.99E-06,4.1,0,20
55,13,7,23,19,5,15,68715.78,6,48.179179,-123.061114,-2.25,5.65,2.10E-06,4.1,0,20
56,13,7,23,19,22,26,69746.72,5,48.179118,-123.059338,7.5,5.635,1.44E-06,4.1,0,20
57,13,7,23,19,39,31,70771.635,0,0,0,0,9999.999,9999.999,4.1,0,20
58,13,7,23,19,56,14,71774.735,7,48.171169,-123.064107,-5.5,5.72,1.53E-06,4.1,0,20
59,13,7,23,20,13,31,72811.72,0,0,0,0,9999.999,9999.999,4.1,0,20
60,13,7,23,20,30,31,73831.72,0,0,0,0,9999.999,9999.999,4.1,0,20
61,13,7,23,20,47,31,74851.72,0,0,0,0,9999.999,9999.999,4.08,0,20
62,13,7,23,21,4,29,75869,5,48.174062,-123.159939,-13.25,5.41,7.22E-07,4.1,0,20
63,13,7,23,21,21,32,76892.41,3,0,0,0,9999.999,9999.999,4.08,0,20
64,13,7,23,21,38,15,77895.78,9,48.15247,-123.195175,-9.5,9999.999,2.44E-06,4.08,0,20
65,13,7,23,21,55,17,78917.82,5,48.135687,-123.22543,20.75,5.8,2.46E-07,4.08,0,20
66,13,7,23,22,12,15,79935.8,6,48.139941,-123.223718,-4.75,6.005,2.27E-06,4.08,0,20
67,13,7,23,22,29,17,80957.815,5,48.139656,-123.225325,-4.75,5.91,1.36E-06,4.08,0,20
68,13,7,23,22,46,16,81976.81,7,48.173097,-123.16025,11.5,5.765,5.38E-06,4.08,0,20
69,13,7,23,23,3,33,83013.765,3,0,0,0,9999.999,9999.999,4.08,0,20
