"ID","x","y","time"
44149,506.544400750611,5329.96938162583,2023-7-13 6:30:49
44149,506.815155826405,5329.76351724317,2023-7-13 6:47:48
44149,506.952643181627,5329.49192485342,2023-7-13 7:4:47
44149,507.171649044005,5329.33369742801,2023-7-13 7:21:52
44149,507.266638265032,5329.19977233257,2023-7-13 7:38:51
44149,507.282126977504,5329.13521486489,2023-7-13 7:55:50
44149,507.085802847294,5328.93879201827,2023-7-13 8:12:55
44149,506.690917583715,5329.08825609967,2023-7-13 8:27:51
44149,505.742735192154,5330.37343509836,2023-7-13 8:42:55
44149,505.849468401571,5330.64018823922,2023-7-13 8:57:53
44149,505.844169226731,5330.65596590889,2023-7-13 9:12:51
44149,505.824349110347,5330.46332545828,2023-7-13 9:27:52
44149,505.714945485588,5330.40719641055,2023-7-13 9:42:52
44149,505.830383681721,5330.60237829775,2023-7-13 9:57:52
44149,505.512693840635,5330.25116806491,2023-7-13 10:12:52
44149,505.766304776565,5330.46649001158,2023-7-13 10:27:53
44149,505.721714679589,5330.4095372877,2023-7-13 10:42:52
44149,505.716803464581,5330.40953238202,2023-7-13 10:57:54
44149,504.503260694251,5340.54003798048,2023-7-13 11:12:52
44149,503.803821458476,5340.78228089927,2023-7-13 11:29:53
44149,502.333131278644,5346.21775580009,2023-7-13 11:45:39
44149,501.865410923449,5354.57331026596,2023-7-13 12:2:43
44149,500.641902106258,5361.83478830034,2023-7-13 12:19:43
44149,501.376281643517,5364.38045756319,2023-7-13 12:36:46
44149,502.649087760191,5362.46439071281,2023-7-13 12:53:47
44149,502.777672990217,5362.80258264405,2023-7-13 13:10:55
44149,502.504076570447,5362.08717960185,2023-7-13 13:27:44
44149,502.053069063577,5361.41651856685,2023-7-13 13:44:47
44149,501.52013024775,5360.87836676179,2023-7-13 14:1:47
44149,500.955661864205,5360.59457951334,2023-7-13 14:18:56
44167,506.632381668035,5329.4391941904,2023-7-13 7:0:56
44167,506.880884558672,5329.19340508289,2023-7-13 7:17:56
44167,506.786926754403,5328.96688405465,2023-7-13 7:34:58
44167,506.634041940625,5328.77675271811,2023-7-13 7:51:56
44167,506.535495936518,5328.64259477986,2023-7-13 8:8:58
44167,506.446440250383,5328.27314874344,2023-7-13 8:25:56
44167,506.319001682682,5328.00036063938,2023-7-13 8:42:58
44167,506.068439925768,5327.91506158506,2023-7-13 8:59:56
44167,505.911254949316,5328.01815376417,2023-7-13 9:16:58
44167,505.733679688353,5328.04564917603,2023-7-13 9:34:0
44167,505.687370201268,5328.201543686,2023-7-13 9:50:59
44167,505.416576022993,5328.25641071063,2023-7-13 10:7:59
44167,505.116653861421,5328.42519118104,2023-7-13 10:24:57
44167,504.710867039505,5328.45474197809,2023-7-13 10:41:57
44167,504.613329674833,5328.57681431296,2023-7-13 10:58:57
44167,504.524556046012,5328.4461445628,2023-7-13 11:15:57
44167,503.5730632264,5328.37133643452,2023-7-13 11:32:59
44167,502.481682042076,5328.44856334464,2023-7-13 11:49:57
44167,501.741378428549,5330.22643838384,2023-7-13 12:24:6
44167,501.634557530044,5330.09113943935,2023-7-13 12:40:58
44167,501.482290015477,5329.84779449325,2023-7-13 12:58:2
44167,501.478890076345,5329.46911173233,2023-7-13 13:15:0
44167,501.075396938699,5329.27340103851,2023-7-13 13:32:0
44167,500.558786273139,5329.39914702202,2023-7-13 13:49:0
44167,500.297625130716,5329.44225297588,2023-7-13 14:5:58
44167,509.442811936404,5333.68524282575,2023-7-13 14:22:58
44167,520.284198461003,5332.20799958354,2023-7-13 14:57:3
44167,519.777423384886,5332.79743185556,2023-7-13 15:14:1
44167,519.432747617359,5333.23162502629,2023-7-13 15:31:0
44167,519.231575311249,5333.4699175961,2023-7-13 15:48:0
44167,519.093029823476,5333.66663353944,2023-7-13 16:5:1
44167,519.022920653691,5333.86102360025,2023-7-13 16:21:59
44167,519.003171173088,5334.00789829031,2023-7-13 16:38:59
44167,521.489856850555,5337.44692169022,2023-7-13 16:55:59
44167,520.96371139097,5337.16831230209,2023-7-13 17:13:1
44167,521.302132274984,5336.68572443103,2023-7-13 17:29:59
44167,521.472931792278,5335.89852717069,2023-7-13 17:47:3
44167,521.597859536421,5334.92565194525,2023-7-13 18:4:2
44167,522.205526534945,5333.76712377209,2023-7-13 18:19:1
44167,522.945624653308,5332.42212417147,2023-7-13 18:34:0
44167,523.830197324954,5331.2902282333,2023-7-13 18:49:0
44167,524.839966215095,5330.30139347648,2023-7-13 19:4:2
44167,525.822660617866,5329.27048757776,2023-7-13 19:21:0
44167,526.662095880984,5328.19428716722,2023-7-13 19:38:3
44167,527.083020614717,5326.83478446524,2023-7-13 19:55:2
44167,527.829090611155,5320.83539479109,2023-7-13 20:12:0
44167,539.163437653155,5307.99796832057,2023-7-13 20:27:1
44167,541.495367558423,5306.01603323203,2023-7-13 20:44:1
44167,541.59480693869,5305.25315417549,2023-7-13 21:1:4
44167,542.050284757427,5304.38282228858,2023-7-13 21:18:2
44167,542.320255166062,5303.59363578558,2023-7-13 21:35:2
44167,542.44018218251,5303.15581078659,2023-7-13 21:52:0
44167,542.466055718461,5303.23680630032,2023-7-13 22:9:0
44167,542.419426870323,5305.13566927283,2023-7-13 22:26:0
44167,542.124229736685,5305.27233264786,2023-7-13 22:43:0
44167,541.931873314338,5305.32928521993,2023-7-13 23:0:2
44167,541.776253594986,5305.38150825667,2023-7-13 23:17:0
44167,541.592436357348,5305.49911017928,2023-7-13 23:34:0
44167,540.90552532323,5305.94791076038,2023-7-13 23:51:0
44167,540.561780516129,5306.09164508222,2023-7-14 0:8:0
