,*************************************************************************************,,,,,,,,,,,,,,,
75,14,7,23,0,57,45,3465.445,4,48.142188,-122.848627,14,4.38,8.42E-08,4.08,0,20
76,14,7,23,1,14,44,4484.58,4,48.14576,-122.844626,14,4.39,2.50E-06,4.08,0,20
77,14,7,23,1,31,45,5505.71,4,48.141745,-122.856847,14,4.65,9.45E-07,4.08,0,20
78,14,7,23,1,48,46,6526.75,4,48.14101,-122.86181,14,4.86,8.13E-07,4.08,0,20
79,14,7,23,2,5,46,7546.71,5,48.141317,-122.864889,-18.5,4.835,1.70E-06,4.08,0,20
80,14,7,23,2,22,47,8567.705,6,48.140708,-122.868987,-25.75,4.695,1.37E-06,4.08,0,20
81,14,7,23,2,39,50,9590.735,5,48.139988,-122.874273,10.5,4.65,6.71E-08,4.08,0,20
82,14,7,23,2,56,49,10609.65,5,48.141002,-122.877037,-201.75,4.67,1.47E-06,4.08,0,20
83,14,7,23,3,13,50,11630.73,6,48.139401,-122.881496,-33.75,4.7,1.33E-06,4.08,0,20
84,14,7,23,3,30,53,12653.75,6,48.140343,-122.885275,-22,4.755,1.76E-06,4.08,0,20
85,14,7,23,3,48,2,13682.985,4,48.140884,-122.889181,-22,4.895,4.58E-07,4.08,0,20
86,14,7,23,4,4,55,14695.775,6,48.140443,-122.891548,-15.75,4.95,1.72E-06,4.08,0,20
87,14,7,23,4,21,58,15718.77,5,48.140144,-122.894023,-32.75,4.8,3.62E-07,4.08,0,20
88,14,7,23,4,39,1,16741.98,5,48.138532,-122.898178,-40.25,4.8,1.53E-06,4.08,0,20
89,14,7,23,4,55,55,17755.76,7,48.136807,-122.900836,-11,4.87,1.90E-06,4.08,0,20
90,14,7,23,5,12,59,18779.67,5,48.133538,-122.898205,64.75,4.75,1.65E-06,4.08,0,20
91,14,7,23,5,30,6,19806.02,5,48.130404,-122.896107,6,4.785,1.78E-07,4.08,0,20
92,14,7,23,5,47,7,20827.015,5,48.127317,-122.895935,-10.25,5.035,3.49E-07,4.08,0,20
93,14,7,23,6,4,1,21841.745,5,48.126602,-122.89633,-18.75,5.005,1.52E-07,4.08,0,20
94,14,7,23,6,21,1,22861.795,5,48.125382,-122.896834,-34.25,4.755,1.68E-07,4.08,0,20
95,14,7,23,6,37,55,23875.795,4,48.12062,-122.916718,-34,4.67,1.45E-06,4.08,0,20
96,14,7,23,6,55,0,24900.8,4,48.117518,-122.915145,-34,4.755,8.20E-07,4.08,0,20
97,14,7,23,7,11,55,25915.785,6,48.117024,-122.913572,-11,4.835,2.83E-06,4.08,0,20
98,14,7,23,7,29,2,26942.005,5,48.115469,-122.914029,-21.5,4.935,5.62E-07,4.08,0,20
99,14,7,23,7,46,5,27965.045,5,48.126976,-122.92383,-57,5.075,7.06E-07,4.08,0,20
100,14,7,23,8,3,2,28982.025,5,48.127031,-122.922548,34.25,5.105,4.53E-07,4.08,0,20
101,14,7,23,8,19,10,29950.985,6,48.127133,-122.923201,50.75,5.02,4.35E-06,4.08,0,20
102,14,7,23,8,36,4,30964.82,5,48.126868,-122.922786,79.5,4.86,1.06E-06,4.08,0,20
103,14,7,23,8,53,4,31984.85,6,48.127024,-122.922818,45.25,4.755,5.51E-06,4.08,0,20
104,14,7,23,9,10,3,33003.845,7,48.127215,-122.922768,70.25,4.795,5.79E-06,4.08,0,20
105,14,7,23,9,27,5,34025.775,7,48.126999,-122.923295,12.25,4.83,3.59E-06,4.08,0,20
106,14,7,23,9,44,5,35045.79,8,48.126961,-122.923357,36,4.8,2.64E-06,4.06,0,20
107,14,7,23,10,1,6,36066.8,8,48.127037,-122.923123,20.75,4.78,3.17E-06,4.08,0,20
108,14,7,23,10,18,7,37087.8,7,48.126979,-122.923217,22.5,4.79,6.22E-06,4.08,0,20
109,14,7,23,10,35,8,38108.82,7,48.127021,-122.922968,15.75,4.815,5.85E-06,4.08,0,20
110,14,7,23,10,52,3,39123.805,7,48.127081,-122.922995,33.5,4.825,1.98E-06,4.08,0,20
111,14,7,23,11,9,4,40144.835,7,48.127149,-122.923069,46,4.825,5.24E-06,4.08,0,20
112,14,7,23,11,26,10,41170.815,5,48.149151,-122.895023,-3,4.825,2.48E-07,4.08,0,20
113,14,7,23,11,43,6,42186.815,7,48.151197,-122.899838,-11.5,5.315,4.32E-06,4.08,0,20
114,14,7,23,12,0,6,43206.865,7,48.16379,-122.878872,-24,9999.999,4.16E-06,4.08,0,20
115,14,7,23,12,17,7,44227.865,7,48.17241,-122.695329,-60.5,4.865,3.91E-06,4.06,0,20
116,14,7,23,12,34,25,45265.865,3,0,0,0,9999.999,9999.999,4.08,0,20
117,14,7,23,12,51,10,46270.915,6,48.109072,-122.713152,10,4.665,8.28E-07,4.08,0,20
118,14,7,23,13,8,26,47306.665,0,0,0,0,9999.999,9999.999,4.06,0,20
119,14,7,23,13,25,11,48311.875,6,48.098427,-122.725208,-31.25,9999.999,3.19E-06,4.06,0,20
120,14,7,23,13,42,27,49347.665,1,0,0,0,9999.999,9999.999,4.06,0,20
121,14,7,23,13,59,20,50360.005,5,48.109629,-122.715755,-30.5,5.44,1.61E-06,4.06,0,20
122,14,7,23,14,16,22,51382.91,6,48.112358,-122.715294,-21.25,5.345,3.49E-06,4.06,0,20
123,14,7,23,14,33,13,52393.885,6,48.114173,-122.711807,-22.75,9999.999,2.53E-06,4.06,0,20
124,14,7,23,14,50,25,53425.995,5,48.115571,-122.708175,-26.75,5.44,3.41E-07,4.06,0,20
125,14,7,23,15,7,13,54433.9,6,48.172872,-122.731151,-27.25,5.495,4.02E-06,4.04,0,20
126,14,7,23,15,24,29,55469.495,0,0,0,0,9999.999,9999.999,4.04,0,20
127,14,7,23,15,41,29,56489.495,0,0,0,0,9999.999,9999.999,4.04,0,20
128,14,7,23,15,58,11,57491.915,7,48.162819,-122.70847,-48.25,5.935,4.06E-06,4.04,0,20
129,14,7,23,16,15,29,58529.935,1,0,0,0,9999.999,9999.999,4.04,0,20
130,14,7,23,16,32,29,59549.935,0,0,0,0,9999.999,9999.999,4.04,0,20
131,14,7,23,16,49,11,60551.915,8,48.202027,-122.745694,-30.25,6.135,3.04E-06,4.04,0,20
132,14,7,23,17,6,13,61573.915,6,48.20096,-122.749431,-57.75,6.015,1.19E-06,4.04,0,20
133,14,7,23,17,23,13,62593.905,6,48.199973,-122.752113,-36,5.85,6.21E-07,4.04,0,20
134,14,7,23,17,40,11,63611.89,7,48.196736,-122.752425,-24.5,5.815,2.55E-06,4.04,0,20
135,14,7,23,17,57,13,64633.885,6,48.192504,-122.752828,-19.75,5.87,2.50E-06,4.06,0,20
136,14,7,23,18,12,15,65535.96,5,48.189749,-122.749122,-73.75,5.95,2.47E-07,4.04,0,20
137,14,7,23,18,29,21,66561.94,5,48.186863,-122.742426,49.25,5.99,5.29E-06,4.04,0,20
138,14,7,23,18,46,13,67573.89,6,48.235817,-122.782099,-50.75,5.935,6.32E-07,4.04,0,20
139,14,7,23,19,3,13,68593.905,6,48.275786,-122.760411,4.5,5.87,2.91E-06,4.02,0,20
140,14,7,23,19,20,11,69611.89,8,48.276371,-122.761416,-3.25,5.865,2.93E-06,4.04,0,20
141,14,7,23,19,37,12,70632.905,7,48.276041,-122.759044,-17.5,5.895,1.93E-06,4.04,0,20
142,14,7,23,19,54,11,71651.895,7,48.275465,-122.757709,-9.75,5.915,1.61E-06,4.04,0,20
143,14,7,23,20,11,13,72673.885,6,48.275845,-122.755825,-9.5,5.9,1.50E-06,4.04,0,20
144,14,7,23,20,28,13,73693.89,6,48.27616,-122.75394,-2.25,5.88,1.04E-06,4.04,0,20
145,14,7,23,20,45,15,74715.95,5,48.277009,-122.753353,4.75,5.91,1.21E-07,4.04,0,20
146,14,7,23,21,2,15,75735.94,5,48.277947,-122.755413,-8.75,5.96,2.65E-07,4.04,0,20
147,14,7,23,21,19,23,76763.02,5,48.279137,-122.759172,-14.25,6.005,3.79E-07,4.04,0,20
148,14,7,23,21,36,19,77779.995,5,48.277422,-122.761633,20,6.03,1.34E-07,4.04,0,20
149,14,7,23,21,53,13,78793.93,5,48.275596,-122.76161,14.75,5.975,7.21E-07,4.04,0,20
150,14,7,23,22,10,10,79810.925,7,48.273817,-122.759166,-14.25,5.9,1.62E-06,4.02,0,20
151,14,7,23,22,27,9,80829.93,7,48.271338,-122.756524,-14.5,5.89,3.28E-06,4.02,0,20
152,14,7,23,22,42,11,81731.07,6,48.269188,-122.754814,-9.25,5.995,1.62E-06,4.02,0,20
153,14,7,23,22,59,27,82767.995,0,0,0,0,9999.999,9999.999,4.02,0,20
154,14,7,23,23,16,11,83771.965,5,48.262834,-122.771814,-100,6.07,4.19E-07,4.02,0,20
155,14,7,23,23,33,9,84789.96,6,48.261341,-122.772318,-32.5,6,4.37E-06,4.02,0,20
156,14,7,23,23,50,9,85809.99,5,48.260277,-122.772296,-24,5.94,2.12E-07,4.02,0,20
157,15,7,23,0,7,10,430,6,48.259587,-122.77202,-35,5.965,7.29E-07,4.02,0,20
158,15,7,23,0,24,27,1467.965,0,0,0,0,9999.999,9999.999,4.02,0,20
159,15,7,23,0,41,9,2469.985,6,48.254088,-122.782068,-56.5,6.005,8.92E-07,4.02,0,20
160,15,7,23,0,58,11,3491.015,5,48.246437,-122.842894,-49.25,6.02,1.32E-07,4.02,0,20
161,15,7,23,1,15,11,4511.03,5,48.253171,-122.879188,-28.5,6.03,1.89E-07,4.02,0,20
162,15,7,23,1,32,9,5529.98,7,48.257016,-122.88224,-12,6.01,2.98E-06,4.02,0,20
163,15,7,23,1,49,28,6568.01,0,0,0,0,9999.999,9999.999,4.02,0,20
164,15,7,23,2,6,11,7571.01,6,48.272662,-122.876422,-54,5.985,1.76E-06,4.02,0,20
165,15,7,23,2,23,10,8590.995,5,48.270594,-122.877213,-14.25,5.99,1.25E-06,4.02,0,20
166,15,7,23,2,40,10,9610.02,7,48.2731,-122.878749,-17.25,6.01,4.64E-06,4.02,0,20
167,15,7,23,2,57,12,10632.11,4,48.267971,-122.882522,-17,6.075,1.63E-06,4.02,0,20
168,15,7,23,3,14,13,11653.005,5,48.26647,-122.883748,-38.5,6.09,2.77E-07,4.02,0,20
169,15,7,23,3,31,14,12674.01,4,48.266048,-122.883824,-38,6.015,1.01E-06,4.02,0,20
170,15,7,23,3,48,18,13698.015,5,48.265397,-122.883202,-16.25,5.975,8.61E-07,4.02,0,20
171,15,7,23,4,5,17,14717.995,5,48.264675,-122.882632,-16,5.985,1.03E-06,4.02,0,20
172,15,7,23,4,22,14,15734.045,5,48.263764,-122.878358,-84.5,6.025,1.43E-07,4.02,0,20
173,15,7,23,4,39,15,16755.065,5,48.261749,-122.874924,-73.75,6.075,8.46E-07,4,0,20
174,15,7,23,4,56,16,17776.045,5,48.258538,-122.872185,-21,6.08,8.34E-07,4.02,0,20
175,15,7,23,5,13,26,18806.48,4,48.254361,-122.869579,-21,9999.999,2.19E-07,4,0,20
176,15,7,23,5,30,21,19821.49,5,48.250792,-122.86996,-11,4.985,9.52E-07,4,0,20
177,15,7,23,5,47,19,20839.565,5,48.247312,-122.870932,-38.5,4.98,2.32E-07,4,0,20
178,15,7,23,6,4,18,21858.51,5,48.244618,-122.872339,-7,5.535,1.45E-06,4,0,20
179,15,7,23,6,21,14,22874.065,5,48.241114,-122.875576,-52.5,6.065,1.04E-06,4,0,20
180,15,7,23,6,38,10,23890.075,7,48.238661,-122.877951,-24.5,6.335,1.76E-06,4,0,20
181,15,7,23,6,55,12,24912.065,6,48.177975,-122.878043,-12.25,6.205,2.06E-06,4,0,20
182,15,7,23,7,12,12,25932.085,6,48.155088,-122.889309,-10.5,6.01,1.18E-06,4,0,20
183,15,7,23,7,29,10,26950.48,6,48.121677,-122.916345,-3.25,5.685,5.61E-06,4,0,20
184,15,7,23,7,46,11,27971.485,6,48.120798,-122.912155,24.5,5.32,1.71E-06,4,0,20
185,15,7,23,8,3,7,28987.1,5,48.118803,-122.907444,66,5.61,2.56E-07,4,0,20
186,15,7,23,8,20,5,30005.09,6,48.121178,-122.917699,16.25,6.24,4.88E-06,4,0,20
187,15,7,23,8,36,30,30990.5,5,48.126891,-122.923052,43.25,6.11,1.63E-07,4,0,20
188,15,7,23,8,53,25,32005.09,6,48.126937,-122.923129,22.5,5.73,3.99E-06,4,0,20
189,15,7,23,9,10,21,33021.08,6,48.126979,-122.923332,21.5,5.895,1.98E-06,4,0,20
190,15,7,23,9,27,23,34043.095,6,48.126788,-122.92325,5.75,6.17,2.53E-06,4,0,20
191,15,7,23,9,44,30,35070.34,5,48.11705,-122.923358,-4,6.355,9.17E-07,4,0,20
192,15,7,23,9,59,21,35961.255,8,48.127026,-122.923201,30,6.39,6.65E-06,4,0,20
193,15,7,23,10,14,21,36861.27,6,48.126924,-122.923037,34.5,6.28,5.33E-06,4,0,20
194,15,7,23,10,29,21,37761.27,8,48.127117,-122.923125,35,6.215,5.67E-06,4,0,20
195,15,7,23,10,44,22,38662.295,7,48.126969,-122.923092,-0.75,6.25,4.66E-06,4,0,20
196,15,7,23,10,59,25,39565.57,4,48.126391,-122.922763,0,6.45,1.85E-07,4,0,20
197,15,7,23,11,16,17,40577.13,6,48.161848,-122.894187,-8,6.45,4.77E-06,4,0,20
198,15,7,23,11,33,15,41595.12,8,48.161531,-122.898764,-25.5,6.125,2.61E-06,4,0,20
199,15,7,23,11,50,15,42615.145,8,48.203533,-122.869761,-29.25,5.97,6.37E-06,4,0,20
200,15,7,23,12,7,32,43652.97,0,0,0,0,9999.999,9999.999,4,0,20
201,15,7,23,12,24,31,44671.43,4,48.258106,-122.76981,-29,9999.999,4.55E-07,4,0,20
202,15,7,23,12,41,24,45684.51,6,48.261803,-122.770615,-32,9999.999,4.91E-06,4,0,20
203,15,7,23,12,58,17,46697.16,6,48.264525,-122.771393,-1.75,5.835,1.27E-06,4,0,20
204,15,7,23,13,15,19,47719.165,5,48.266957,-122.7735,2.5,6.095,8.85E-07,4,0,20
205,15,7,23,13,32,17,48737.165,6,48.26945,-122.776039,-43.75,6.295,2.19E-06,4,0,20
206,15,7,23,13,49,17,49757.195,6,48.261685,-122.777415,-40,6.28,2.04E-06,4,0,20
207,15,7,23,14,6,19,50779.15,5,48.238041,-122.769507,-48.75,6.165,5.71E-07,4,0,20
208,15,7,23,14,23,33,51813.165,0,0,0,0,9999.999,9999.999,3.98,0,20
209,15,7,23,14,40,19,52819.175,5,48.237772,-122.77631,-16.75,6.105,2.57E-06,3.98,0,20
210,15,7,23,14,57,23,53843.505,5,48.236196,-122.781866,-19.5,5.81,3.21E-07,4,0,20
211,15,7,23,15,14,19,54859.11,5,48.234426,-122.786337,-142.75,5.66,1.21E-06,4,0,20
212,15,7,23,15,31,23,55883.47,5,48.232091,-122.791692,-95.5,5.715,4.62E-07,3.98,0,20
213,15,7,23,15,48,17,56897.185,6,48.230429,-122.796401,-70.25,5.855,1.00E-06,4,0,20
214,15,7,23,16,5,15,57915.215,7,48.228385,-122.801105,-40.5,6.27,4.31E-06,3.98,0,20
215,15,7,23,16,22,33,58953.27,0,0,0,0,9999.999,9999.999,3.98,0,20
216,15,7,23,16,39,26,59966.49,5,48.295895,-122.747777,-47.25,6.06,3.96E-07,3.98,0,20
217,15,7,23,16,56,25,60985.52,6,48.255119,-122.775849,-77,5.4,6.78E-07,3.98,0,20
218,15,7,23,17,13,19,61999.21,5,48.25387,-122.778616,-24.25,9999.999,8.77E-07,4,0,20
219,15,7,23,17,30,17,63017.22,6,48.252744,-122.781879,-22,6.215,8.75E-07,4,0,20
220,15,7,23,17,47,26,64046.505,5,48.250827,-122.782295,-16.5,9999.999,1.09E-06,4,0,20
221,15,7,23,18,4,19,65059.115,5,48.245959,-122.783472,-69.75,5.81,2.80E-06,3.98,0,20
222,15,7,23,18,19,28,65968.53,5,48.241496,-122.784871,-61.25,5.62,3.51E-07,3.98,0,20
223,15,7,23,18,34,17,66857.48,6,48.237675,-122.786665,-8.75,9999.999,3.77E-07,3.98,0,20
224,15,7,23,18,49,16,67756.49,8,48.232581,-122.787242,-4.5,6.485,1.87E-06,3.98,0,20
225,15,7,23,19,4,15,68655.505,8,48.22588,-122.78906,-6,6.93,1.91E-06,3.98,0,20
226,15,7,23,19,19,23,69563.51,5,48.218157,-122.791532,9.25,6.73,1.21E-07,3.98,0,20
227,15,7,23,19,36,17,70577.28,6,48.210722,-122.790335,-1.5,6.295,1.89E-06,3.98,0,20
228,15,7,23,19,53,19,71599.315,5,48.203174,-122.781392,5.75,6.08,2.11E-07,3.98,0,20
229,15,7,23,20,10,15,72615.29,7,48.195893,-122.76393,-22.5,6.195,2.30E-06,3.98,0,20
230,15,7,23,20,25,17,73517.545,6,48.186845,-122.746846,-17.25,6.475,1.07E-06,3.98,0,20
231,15,7,23,20,40,15,74415.575,7,48.17922,-122.733128,-23.5,6.7,2.63E-06,3.98,0,20
232,15,7,23,20,55,19,75319.63,5,48.170494,-122.719511,-5.25,6.715,1.32E-07,3.98,0,20
233,15,7,23,21,10,17,76217.645,6,48.158211,-122.704457,-4,6.645,1.13E-06,3.98,0,20
234,15,7,23,21,25,19,77119.665,5,48.141616,-122.688823,-21.25,6.62,4.17E-07,3.98,0,20
235,15,7,23,21,40,19,78019.67,5,48.124944,-122.670812,-12,6.655,2.15E-07,3.98,0,20
236,15,7,23,21,57,19,79039.405,5,48.106732,-122.649274,-12,6.555,1.00E-06,3.96,0,20
237,15,7,23,22,14,16,80056.385,7,48.087541,-122.634495,0.75,6.345,2.58E-06,3.98,0,20
238,15,7,23,22,31,16,81076.405,7,48.074245,-122.62867,-15.25,6.29,3.19E-06,3.98,0,20
239,15,7,23,22,48,24,82104.51,6,48.116826,-122.711316,-13,6.43,4.38E-06,3.98,0,20
240,15,7,23,23,5,16,83116.41,6,48.113794,-122.710186,-8.5,6.53,5.34E-06,3.98,0,20
241,15,7,23,23,22,32,84152.53,0,0,0,0,9999.999,9999.999,3.98,0,20
242,15,7,23,23,39,16,85156.5,4,48.114708,-122.714763,-8,6.505,3.54E-08,3.96,0,20
243,15,7,23,23,56,32,86192.505,0,0,0,0,9999.999,9999.999,3.96,0,20
244,16,7,23,0,13,15,795.445,5,48.112831,-122.718021,-50.75,6.46,2.70E-07,3.96,0,20
245,16,7,23,0,30,32,1832.46,0,0,0,0,9999.999,9999.999,3.96,0,20
246,16,7,23,0,47,18,2838.42,4,48.10578,-122.715397,-50,6.41,4.85E-07,3.96,0,20
247,16,7,23,1,4,15,3855.46,5,48.104022,-122.723669,-23.75,6.415,7.09E-07,3.98,0,20
248,16,7,23,5,1,0,18060.515,6,48.146695,-122.839719,-1.5,6.49,6.16E-07,3.96,0,20
249,16,7,23,5,18,3,19083.52,5,48.14641,-122.838791,0.75,6.555,2.15E-07,3.96,0,20
250,16,7,23,5,35,0,20100.515,6,48.146486,-122.836746,-11,6.55,7.57E-07,3.96,0,20
251,16,7,23,5,52,7,21127.51,6,48.146898,-122.833862,-14.25,6.51,7.36E-07,3.96,0,20
252,16,7,23,6,9,7,22147.31,5,48.146443,-122.832296,-15.5,6.39,3.37E-07,3.96,0,20
253,16,7,23,6,26,9,23169.49,5,48.145805,-122.827281,-15,6.34,3.02E-06,3.96,0,20
254,16,7,23,6,43,6,24186.74,5,48.14558,-122.822162,-10.75,6.59,1.90E-07,3.96,0,20
255,16,7,23,7,0,0,25200.54,6,48.148926,-122.832324,-25.5,6.765,2.49E-06,3.96,0,20
256,16,7,23,7,16,58,26218.535,7,48.145451,-122.855789,-22.75,6.625,2.28E-06,3.96,0,20
