,*************************************************************************************,,,,,,,,,,,,,,,
23,13,7,23,16,32,5,59525.89,0,0,0,0,9999.999,9999.999,4.12,0,20
24,13,7,23,16,52,32,60752.89,0,0,0,0,9999.999,9999.999,4.12,0,20
25,13,7,23,17,12,59,61979.89,0,0,0,0,9999.999,9999.999,4.12,0,20
26,13,7,23,17,33,14,63194.53,5,48.397395,-122.690793,-49,5.405,4.25E-07,4.1,0,20
27,13,7,23,17,53,50,64430.505,6,48.399705,-122.694006,-12.75,5.275,3.81E-06,4.08,0,20
28,13,7,23,18,14,39,65679.275,0,0,0,0,9999.999,9999.999,4.12,0,20
29,13,7,23,18,34,53,66893.03,5,48.40331,-122.706527,-40.75,9999.999,2.73E-07,4.1,0,20
30,13,7,23,18,55,24,68124.18,7,48.398915,-122.714312,-24.75,6.105,2.46E-06,4.1,0,20
31,13,7,23,19,16,2,69362.875,6,48.398005,-122.710599,-3,6.035,2.14E-06,4.1,0,20
32,13,7,23,19,36,37,70597.785,7,48.397967,-122.71071,-8.5,5.795,1.43E-06,4.08,0,20
33,13,7,23,19,57,4,71824.635,6,48.398326,-122.70944,-9,5.59,1.01E-06,4.1,0,20
34,13,7,23,20,15,40,72940.68,7,48.400334,-122.708041,-10,5.555,9.90E-07,4.08,0,20
35,13,7,23,20,34,21,74061.345,6,48.403075,-122.708319,-16.25,5.995,1.31E-06,4.08,0,20
36,13,7,23,20,52,59,75179.325,7,48.406088,-122.710193,-12,6.555,1.29E-06,4.08,0,20
37,13,7,23,21,11,40,76300.385,5,48.408853,-122.711611,6.5,6.635,2.06E-07,4.08,0,20
38,13,7,23,21,32,13,77533.435,6,48.413871,-122.713679,-3.5,5.95,1.18E-06,4.08,0,20
39,13,7,23,21,52,44,78764.04,6,48.416208,-122.716842,-1.25,9999.999,1.36E-06,4.1,0,20
40,13,7,23,22,13,30,80010.95,0,0,0,0,9999.999,9999.999,4.1,0,20
41,13,7,23,22,33,55,81235.95,0,0,0,0,9999.999,9999.999,4.08,0,20
42,13,7,23,22,54,22,82462.95,0,0,0,0,9999.999,9999.999,4.1,0,20
43,13,7,23,23,14,47,83687.95,0,0,0,0,9999.999,9999.999,4.1,0,20
44,13,7,23,23,35,2,84902.85,4,48.401892,-122.67808,-1,5.945,1.23E-07,4.08,0,20
45,13,7,23,23,55,34,86134.395,4,48.39899,-122.68244,-1,6.12,3.34E-07,4.1,0,20
46,14,7,23,0,16,6,966.34,4,48.399728,-122.686533,-1,5.955,1.43E-07,4.08,0,20
47,14,7,23,0,36,40,2200.465,5,48.397534,-122.688665,-50.5,5.82,5.18E-07,4.08,0,20
48,14,7,23,0,57,12,3432.82,3,0,0,0,9999.999,9999.999,4.1,0,20
49,14,7,23,1,17,56,4676.82,0,0,0,0,9999.999,9999.999,4.08,0,20
50,14,7,23,1,38,7,5887.62,5,48.405868,-122.697064,80.5,5.975,2.23E-07,4.08,0,20
51,14,7,23,1,58,54,7134.975,0,0,0,0,9999.999,9999.999,4.08,0,20
52,14,7,23,2,19,4,8344.875,4,48.382349,-122.723688,80,9999.999,2.07E-06,4.08,0,20
53,14,7,23,2,39,36,9576.085,4,48.391376,-122.710961,80,9999.999,1.32E-06,4.08,0,20
54,14,7,23,3,0,6,10806.275,5,48.395321,-122.713107,31.75,6.18,1.17E-07,4.08,0,20
55,14,7,23,3,20,44,12044.98,5,48.399239,-122.713224,-129.25,6.23,1.74E-06,4.08,0,20
56,14,7,23,3,41,18,13278.23,0,0,0,0,9999.999,9999.999,4.08,0,20
57,14,7,23,4,1,35,14495.49,5,48.390581,-122.711261,-67.5,6.26,1.10E-06,4.08,0,20
58,14,7,23,4,22,5,15725.02,5,48.299751,-122.770826,11.5,6.27,3.33E-07,4.08,0,20
59,14,7,23,4,42,34,16954.5,5,48.294946,-122.776453,-17.75,6.265,6.02E-07,4.08,0,20
60,14,7,23,5,3,5,18185.995,6,48.289874,-122.781429,-17.75,6.245,2.90E-07,4.08,0,20
61,14,7,23,5,23,26,19406.925,7,48.23898,-122.824572,-17.75,5.95,3.01E-06,4.08,0,20
62,14,7,23,5,44,1,20641.99,5,48.234341,-122.825401,3.25,5.81,6.11E-07,4.08,0,20
63,14,7,23,6,4,27,21867.92,5,48.167702,-122.859926,-20,5.885,4.03E-07,4.08,0,20
64,14,7,23,6,24,59,23099.885,4,48.161449,-122.859364,-20,5.94,1.88E-07,4.08,0,20
65,14,7,23,6,45,28,24328.94,5,48.131393,-122.894667,-49.5,5.94,1.62E-06,4.08,0,20
66,14,7,23,7,6,1,25561.27,5,48.1309,-122.890933,-48.75,6.105,1.51E-06,4.08,0,20
67,14,7,23,7,26,31,26791.805,5,48.128737,-122.888197,-19.75,6.12,2.27E-07,4.08,0,20
68,14,7,23,7,47,1,28021.34,6,48.12528,-122.887676,1.5,6.08,4.65E-06,4.08,0,20
69,14,7,23,8,7,40,29260.53,5,48.121914,-122.892045,-49.5,6.415,1.03E-06,4.08,0,20
70,14,7,23,8,28,0,30480.925,7,48.126974,-122.923518,48.5,6.395,5.87E-06,4.08,0,20
71,14,7,23,8,48,50,31730.585,4,48.126607,-122.922391,48,5.745,5.56E-07,4.06,0,20
72,14,7,23,9,9,22,32962.745,2,0,0,0,9999.999,9999.999,4.06,0,20
73,14,7,23,9,29,52,34192.995,4,48.126549,-122.923264,48,4.965,1.10E-06,4.06,0,20
74,14,7,23,9,50,9,35409.065,4,48.165723,-122.923487,48,3.64,9.99E-08,4.06,0,20
75,14,7,23,10,11,0,36660.64,3,0,0,0,9999.999,9999.999,4.06,0,20
76,14,7,23,10,31,22,37882.62,5,48.127189,-122.923412,9.75,9999.999,2.13E-07,4.06,0,20
77,14,7,23,10,49,53,38993.53,8,48.140719,-122.913536,4.5,6.575,6.41E-06,4.06,0,20
78,14,7,23,11,10,26,40226.365,6,48.16079,-122.904305,-40.5,9999.999,3.77E-06,4.06,0,20
79,14,7,23,11,30,54,41454.945,6,48.166071,-122.911238,-78.5,6.155,4.89E-06,4.06,0,20
80,14,7,23,11,51,29,42689.125,6,48.172271,-122.922015,-1,5.825,4.07E-06,4.06,0,20
81,14,7,23,12,12,0,43920.465,5,48.261103,-122.87542,6,6.13,1.77E-06,4.06,0,20
82,14,7,23,12,32,34,45154.59,5,48.250697,-122.811519,32.25,6.68,4.85E-07,4.06,0,20
