ID,x,y,time,nest_x,nest_y
44067,505999.631628749,5330493.40537565,22-06-23 21:39:22,505925.125596706,5330513.00106142
44067,506010.85092633,5330509.4225184,22-06-23 21:54:20,505925.125596706,5330513.00106142
44067,506073.045009152,5330522.27022075,22-06-23 22:09:21,505925.125596706,5330513.00106142
44067,505946.506836263,5330488.68172004,22-06-23 22:24:20,505925.125596706,5330513.00106142
44067,505961.193177077,5330462.46596149,22-06-23 22:39:20,505925.125596706,5330513.00106142
44067,505957.588918939,5330493.69492013,22-06-23 22:54:21,505925.125596706,5330513.00106142
44067,505941.620141425,5330465.11317895,22-06-23 23:09:22,505925.125596706,5330513.00106142
44067,505933.538302292,5330508.89728133,22-06-23 23:24:22,505925.125596706,5330513.00106142
44067,505914.046261498,5330433.29618088,22-06-23 23:39:20,505925.125596706,5330513.00106142
44067,505938.320092175,5330490.11815291,22-06-23 23:54:29,505925.125596706,5330513.00106142
44067,505944.128327938,5330486.12283623,22-06-24 00:09:24,505925.125596706,5330513.00106142
44067,505934.725307753,5330512.3441132,22-06-24 00:24:34,505925.125596706,5330513.00106142
44067,505944.034415724,5330504.90682457,22-06-24 00:39:24,505925.125596706,5330513.00106142
44067,505934.649859868,5330513.34437095,22-06-24 00:54:24,505925.125596706,5330513.00106142
44067,505944.750137328,5330532.25008414,22-06-24 01:09:24,505925.125596706,5330513.00106142
44067,505941.715329332,5330516.79730049,22-06-24 01:24:20,505925.125596706,5330513.00106142
44067,505917.689550749,5330508.10283967,22-06-24 01:39:29,505925.125596706,5330513.00106142
44067,505950.2596521,5330529.25479932,22-06-24 01:54:34,505925.125596706,5330513.00106142
44067,505919.541898376,5330515.77399677,22-06-24 02:09:33,505925.125596706,5330513.00106142
44067,505926.968612961,5330529.6752351,22-06-24 02:24:36,505925.125596706,5330513.00106142
44067,505923.571360043,5330504.8856172,22-06-24 02:39:22,505925.125596706,5330513.00106142
44067,505933.174655057,5330500.7830685,22-06-24 02:54:31,505925.125596706,5330513.00106142
44067,505933.920033833,5330499.56120814,22-06-24 03:09:31,505925.125596706,5330513.00106142
44067,505929.981191262,5330494.77774453,22-06-24 03:24:37,505925.125596706,5330513.00106142
44067,505942.908904222,5330513.90867981,22-06-24 03:39:25,505925.125596706,5330513.00106142
44067,505987.564121761,5330576.86522574,22-06-24 03:54:28,505925.125596706,5330513.00106142
44067,505938.315019924,5330495.00867884,22-06-24 04:09:22,505925.125596706,5330513.00106142
44067,506003.949527753,5330420.49653024,22-06-24 04:24:25,505925.125596706,5330513.00106142
44067,506009.414151348,5330460.40454929,22-06-24 04:39:38,505925.125596706,5330513.00106142
44067,506018.495765778,5330457.19078367,22-06-24 04:54:23,505925.125596706,5330513.00106142
44067,505669.24706117,5330115.83106006,22-06-24 05:09:26,505925.125596706,5330513.00106142
44067,502783.162352871,5331496.27604583,22-06-24 05:24:22,505925.125596706,5330513.00106142
44067,503182.047255856,5331431.46201209,22-06-24 05:39:26,505925.125596706,5330513.00106142
44067,503264.29627893,5331495.19643567,22-06-24 05:56:26,505925.125596706,5330513.00106142
44067,503390.933766569,5331475.48561917,22-06-24 06:13:27,505925.125596706,5330513.00106142
44067,503500.778885541,5331421.64470988,22-06-24 06:29:29,505925.125596706,5330513.00106142
44067,503543.421302197,5331042.20998275,22-06-24 06:46:28,505925.125596706,5330513.00106142
44067,503604.323401083,5330979.44912485,22-06-24 07:03:27,505925.125596706,5330513.00106142
44067,506855.007398925,5330851.93032687,22-06-24 07:20:28,505925.125596706,5330513.00106142
44067,506993.67991886,5331904.78675321,22-06-24 07:37:31,505925.125596706,5330513.00106142
44067,507043.775407063,5331760.35486191,22-06-24 07:54:34,505925.125596706,5330513.00106142
44067,507019.029228684,5331677.40753444,22-06-24 08:11:35,505925.125596706,5330513.00106142
44067,506189.95253692,5330033.12012634,22-06-24 08:28:38,505925.125596706,5330513.00106142
44067,505767.701833999,5329965.99025557,22-06-24 08:45:36,505925.125596706,5330513.00106142
44067,505821.064553387,5330034.40048343,22-06-24 09:02:34,505925.125596706,5330513.00106142
44067,505927.673805758,5330135.98830446,22-06-24 09:19:35,505925.125596706,5330513.00106142
44067,505998.943893407,5331717.59473633,22-06-24 09:36:36,505925.125596706,5330513.00106142
44067,505588.471934244,5332055.515763,22-06-24 09:53:36,505925.125596706,5330513.00106142
44067,504992.904860113,5332217.57569658,22-06-24 10:10:40,505925.125596706,5330513.00106142
44067,504238.211785911,5332241.6419921,22-06-24 10:27:39,505925.125596706,5330513.00106142
44067,503812.619499669,5332264.68383301,22-06-24 10:44:42,505925.125596706,5330513.00106142
44067,504964.566314819,5331784.62698043,22-06-24 11:01:42,505925.125596706,5330513.00106142
44067,505922.536962709,5330497.77104714,22-06-24 11:18:43,505925.125596706,5330513.00106142
44067,505895.381451017,5330493.29708436,22-06-24 11:35:44,505925.125596706,5330513.00106142
44067,508451.947877378,5327961.76269548,22-06-24 12:26:45,505925.125596706,5330513.00106142
44067,508446.038771569,5327980.76030855,22-06-24 12:43:45,505925.125596706,5330513.00106142
44067,508499.356474991,5328070.53567628,22-06-24 13:00:48,505925.125596706,5330513.00106142
44067,508419.257094928,5328221.69003349,22-06-24 13:17:47,505925.125596706,5330513.00106142
44067,508455.393365538,5328199.73591342,22-06-24 13:35:05,505925.125596706,5330513.00106142
44067,508401.689592859,5328170.53610114,22-06-24 13:51:48,505925.125596706,5330513.00106142
44067,508417.201026746,5328101.09128425,22-06-24 14:08:51,505925.125596706,5330513.00106142
44067,508441.813190161,5328069.78372119,22-06-24 14:25:51,505925.125596706,5330513.00106142
44067,508414.190374699,5328174.22233355,22-06-24 14:42:51,505925.125596706,5330513.00106142
44067,508449.458701142,5328135.26123774,22-06-24 15:00:00,505925.125596706,5330513.00106142
44067,508326.546548057,5328397.05749487,22-06-24 15:16:52,505925.125596706,5330513.00106142
44067,505955.679962818,5330540.48642784,22-06-24 15:33:53,505925.125596706,5330513.00106142
44067,505948.011393609,5330544.59094856,22-06-24 15:50:54,505925.125596706,5330513.00106142
44067,505961.299413747,5330503.36869631,22-06-24 16:07:55,505925.125596706,5330513.00106142
44067,505916.362325853,5330496.31973373,22-06-24 16:58:56,505925.125596706,5330513.00106142
44067,505982.28776591,5330499.16694665,22-06-24 17:15:59,505925.125596706,5330513.00106142
44067,505945.368275769,5330510.24333457,22-06-24 17:32:59,505925.125596706,5330513.00106142
44067,505965.388204444,5330507.04085342,22-06-24 17:49:59,505925.125596706,5330513.00106142
44067,508457.39072454,5328107.37475906,22-06-24 18:07:11,505925.125596706,5330513.00106142
44067,508405.549798699,5328279.35579895,22-06-24 18:24:00,505925.125596706,5330513.00106142
44067,505949.745591117,5330522.69650699,22-06-24 18:41:00,505925.125596706,5330513.00106142
44067,505968.061674071,5330512.15646776,22-06-24 18:58:02,505925.125596706,5330513.00106142
44067,505977.352956033,5330521.8360746,22-06-24 19:15:04,505925.125596706,5330513.00106142
44067,505949.080974679,5330517.80528497,22-06-24 19:32:03,505925.125596706,5330513.00106142
44067,505949.220903742,5330526.36386038,22-06-24 19:49:04,505925.125596706,5330513.00106142
44067,505933.643468396,5330479.22075783,22-06-24 20:06:09,505925.125596706,5330513.00106142
44067,508423.814836123,5327957.05304806,22-06-24 20:23:08,505925.125596706,5330513.00106142
44067,508465.71079902,5327917.65721641,22-06-24 20:40:19,505925.125596706,5330513.00106142
44067,508447.799347429,5328149.93034485,22-06-24 20:57:10,505925.125596706,5330513.00106142
44067,508452.937960054,5328098.03174566,22-06-24 21:31:11,505925.125596706,5330513.00106142
44067,508398.006784767,5328092.94930697,22-06-24 21:48:13,505925.125596706,5330513.00106142
44067,499714.302580034,5329837.7175927,22-06-24 22:05:15,505925.125596706,5330513.00106142
44067,495927.26012637,5330927.07883882,22-06-24 22:22:13,505925.125596706,5330513.00106142
44067,495786.22731173,5331082.89991998,22-06-24 22:39:18,505925.125596706,5330513.00106142
44067,495901.800982223,5331221.52933561,22-06-24 22:56:20,505925.125596706,5330513.00106142
44067,495989.782007402,5331382.07663325,22-06-24 23:13:19,505925.125596706,5330513.00106142
44067,495973.613427794,5331348.18768195,22-06-24 23:30:30,505925.125596706,5330513.00106142
44067,495929.785426197,5331339.32679697,22-06-24 23:47:21,505925.125596706,5330513.00106142
44067,496023.276501673,5331296.02430659,22-06-25 00:04:22,505925.125596706,5330513.00106142
44067,496017.182285517,5331412.51220081,22-06-25 00:21:23,505925.125596706,5330513.00106142
44067,495985.82257419,5331464.99621995,22-06-25 00:38:23,505925.125596706,5330513.00106142
44067,495908.775359297,5331402.58529074,22-06-25 00:55:35,505925.125596706,5330513.00106142
44067,495971.159788011,5331350.41237897,22-06-25 01:12:27,505925.125596706,5330513.00106142
44067,495984.17304693,5331128.66195988,22-06-25 01:46:26,505925.125596706,5330513.00106142
44067,495876.908708649,5331059.82615239,22-06-25 02:03:39,505925.125596706,5330513.00106142
